query_id,consensus_law,style,query_text,gold_label_mentioned,any_law_mentioned,mentioned_laws
KSchG_T028_nl_long_v01,KSchG,nl_long,"Sachverhalt (Leoben, heute): Frage zu Kündigungsfrist und Vertragsbindung bei Mobilfunkvertrag: Durchsetzung. Beteiligte: Unternehmer:in vs Arztpraxis. Betrag: 4800 EUR. Nachweis: E-Mail-Korrespondenz. Welche Ansprüche/Rechtsfolgen kommen in Betracht und welche Fristen laufen?",False,False,
SMG_T033_scenario_v01,SMG,scenario,Kontext: Ich bin Handwerker:in in Amstetten. im Frühjahr 2026 gab es mit Online-Shop ein Problem: Mengenbegriffe und Qualifikation - Zuständigkeit. Kommunikation via persönlich am Schalter. Belege: Protokoll. Welche Regelungen sind einschlägig? (Frist/Zuständigkeit/Nachweis),False,False,
BEinstG_T052_scenario_v03,BEinstG,scenario,Fall: Kurzfall: Arbeitsplatzadaptierung - Sanktionen - Lenker:in (Amstetten) vs Arbeitgeber:in. Kontakt über Webformular. Betrag: 12500 EUR. Thema: Ausgleichstaxe. Welche Fristen und welches Verfahren sind zu beachten?,False,False,
NAG_T055_authority_v03,NAG,authority,Frage zu Daueraufenthalt - EU: Voraussetzungen: Nachweise/Beweise: Wie bringe ich das bei Bezirksgericht ein (Form/Frist)?,False,False,
UrhG_T012_keyword_v02,UrhG,keyword,bildnisse persönlichkeitsrechte abgrenzung ausnahmen bregenz 380eur persönlich schalter chatverlauf letzte woche frist zuständigkeit unter Bezug auf UrhG,True,True,UrhG
FPG_T040_keyword_v02,FPG,keyword,rechtsberatung verfahrenshilfe haftung villach 1750eur mail gutachten september 2024 finanzamt,False,False,
ZustG_T004_fragment_v01,ZustG,fragment,RSb/RSa: Abwesenheit/Urlaub: Auswirkungen auf Zustellfiktion: Ausnahmen Post (nach ZustG),True,True,ZustG
AußStrG_T002_nl_short_v03,AußStrG,nl_short,Welche Kosten/Risiken gibt es bei Genehmigung von Rechtsgeschäften Minderjähriger: Form/Antrag (Verlassenschaft)?,False,False,
GewO_T030_fragment_v01,GewO,fragment,Standortverlegung und Meldepflicht - Ausnahmen VwGH,False,False,
KBGG_T002_fragment_v02,KBGG,fragment,Antrag: Sanktionen zu Wechsel des Bezugs zwischen Elternteilen und Wechsel Magistrat,False,False,
AußStrG_T048_nl_long_v03,AußStrG,nl_long,Kurzfall: Fristen für Rekurs/Revisionsrekurs: Haftung - Mieter:in (Villach) vs Telekom-Anbieter. Kommunikation via Einschreiben. Es geht um 7900 EUR. Stichwort: Abänderungsantrag. Welche Ansprüche/Rechtsfolgen kommen in Betracht und welche Fristen laufen?,False,False,
KommStG_T012_fragment_v03,KommStG,fragment,Haftung des Arbeitgebers für Kommunalsteuer: Zuständigkeit - Betriebsstätte frist,False,False,
FSG_T024_authority_v01,FSG,authority,Welche Stelle ist zuständig bei Fristen zu Medizinisches Gutachten zur Fahrtauglichkeit (z.B. Magistrat)?,False,False,
UStG_T034_procedural_v01,UStG,procedural,"Wie läuft das Verfahren bei Kleinunternehmerregelung und Umsatzgrenzen - Nachweise/Beweise ab (Frist, Antrag, Nachweise, Kosten)?",False,False,
WaffG_T037_fragment_v01,WaffG,fragment,Waffenpass: Meldepflichten bei Waffen - Verjährung beschwerde,False,False,
PSG_T022_fragment_v01,PSG,fragment,Privatstiftung gründen: Stiftungsurkunde: Zuständigkeit Webformular Zeug:innen,False,False,
UrlG_T043_procedural_v03,UrlG,procedural,"Urlaubsanspruch: Berechnung bei Teilzeit: Zustellung: Welche Fristen gelten, was sind typische Nachweise und wer entscheidet?",False,False,
BAO_T053_authority_v03,BAO,authority,Bei Stundung/Ratenzahlung von Abgaben und Zinsen: Aufschiebende Wirkung: Muss ich zu Finanzamt oder zum Gericht?,False,False,
VKG_T042_scenario_v03,VKG,scenario,im Frühjahr 2026 in Bregenz: Meldung der Väterkarenz beim Arbeitgeber: Änderungsmeldung/Verlängerungsmeldung und Kündigungsschutz. Nachweis: Antrag. Unklar ist die Zuständigkeit (Arbeits- und Sozialgericht Wien oder Gericht). Welche Fristen und welches Verfahren sind zu beachten? - bitte mit Hinweis zu Fristen und Zuständigkeit. (gemäß VKG),True,True,VKG
KStG_T010_scenario_v03,KStG,scenario,Kontext: Kurzfall: Transfer Pricing bei verbundenen Unternehmen: Sanktionen - Patient:in (Krems) vs GmbH. Welche Ansprüche kann ich geltend machen? (Frist/Zuständigkeit/Nachweis),False,False,
WEG_T033_scenario_v02,WEG,scenario,Kurzfall: Anfechtung eines WEG-Beschlusses wegen fehlender Beschlussfähigkeit: Verjährung - Kund:in (Innsbruck) vs Arbeitgeber:in. Welche Ansprüche kann ich geltend machen? - bitte mit Hinweis zu Fristen und Zuständigkeit.,True,True,WEG
B-VG_T009_authority_v02,B-VG,authority,Bei Kompetenzverteilung Bund/Land bei Gesetzgebung - Durchsetzung: Muss ich zu Landesverwaltungsgericht oder zum Gericht? - B-VG,True,True,B-VG
KSchG_T055_scenario_v01,KSchG,scenario,Fall: vor einem Monat in Salzburg: Frage zu Gewährleistung/Schadenersatz bei mangelhafter Internetvertrag: Rechtsmittel. Belege: Fotos. Es liegt ein Schreiben/Bescheid von VwGH vor. Welche Rechte und Pflichten bestehen?,False,False,
KartG_T024_nl_long_v01,KartG,nl_long,Kurzfall: Frage zu Missbrauch marktbeherrschender Stellung: Verjährung - Nachbar:in (Klagenfurt) vs Unternehmen. Kommunikation via E-Mail. Welche Ansprüche/Rechtsfolgen kommen in Betracht und welche Fristen laufen?,False,False,
KommStG_T032_keyword_v02,KommStG,keyword,befreiungen erleichterungen form antrag salzburg 380eur mail rechnung vor 12 monaten verfahren beschwerde (nach KommStG),True,True,KommStG
AktG_T039_procedural_v01,AktG,procedural,"Welche Formvorschriften gelten bei Aktienübertragung und Namensaktien: Rechtsmittel (schriftlich, Frist, Begründung)?",False,False,
UVP-G_T009_scenario_v03,UVP-G,scenario,Kontext: Kurzfall: Beschwerde gegen UVP-Bescheid - Zuständigkeit - Aktionär:in (Klagenfurt) vs Behörde. Kommunikation via Webformular. Welche Rechte und Pflichten bestehen? (Frist/Zuständigkeit/Nachweis) - UVP-G,True,True,UVP-G
BWG_T027_fragment_v03,BWG,fragment,Frage zu Sicherheiten und Pfandrecht: Zuständigkeit frist,False,False,
IO_T054_procedural_v03,IO,procedural,"Wie läuft das Verfahren bei Frage zu Rechte der Arbeitnehmer:innen bei Insolvenz: Sanktionen ab (Frist, Antrag, Nachweise, Kosten)",False,False,
ZustG_T032_keyword_v02,ZustG,keyword,zustellvollmacht zustellbevollmächtigte rechtsmittel leoben 950eur online portal agb auszug frühjahr 2026,False,False,
GlBG_T059_nl_long_v01,GlBG,nl_long,letzte Woche in St. Pölten: Frage zu Beweislast/Schadenersatz bei Diskriminierung wegen Alter: Form/Antrag. Dokumentiert durch Kontoauszug. Unklar ist die Zuständigkeit (Bezirksgericht oder Gericht). Welche Rechtslage gilt und welche Schritte sind sinnvoll?,False,False,
KommStG_T053_keyword_v02,KommStG,keyword,kommunalsteuer leiharbeit form antrag innsbruck 380eur hotline mietvertrag vor 3 tagen bescheid frist,False,False,
AsylG_T007_scenario_v01,AsylG,scenario,Sachverhalt: im Sommer 2026 in Leoben: Aberkennung Schutzstatus - Ausnahmen. Nachweis: Kontoauszug. Frage: Welche Regelungen sind einschlägig?,False,False,
VStG_T026_keyword_v02,VStG,keyword,frage organstrafverfuegung zustaendigkeit nachweise beweise graz 12500eur mail agb auszug vor bescheid frist unter Bezug auf VStG,True,True,VStG
SPG_T015_scenario_v01,SPG,scenario,"Sachverhalt: Sachverhalt (Amstetten, im Februar 2026): Anhaltung/Anhaltung von Personen: Sanktionen. Beteiligte: Konsument:in vs Polizei. Betrag: 3100 EUR. Unklar ist die Zuständigkeit (Bezirkshauptmannschaft oder Gericht). Frage: Welche Fristen und welches Verfahren sind zu beachten?",False,False,
TKG_T049_keyword_v03,TKG,keyword,frage störung leistungsausfall mobilfunkvertrag rechnungseinspruch zusttellung steyr 950eur mail bescheid anfang bescheid frist,False,False,
ElWOG_T016_scenario_v01,ElWOG,scenario,letzte Woche in Dornbirn: Frage zu Schlichtung bei Streit mit Stromanbieter: Haftung. Es liegt ein Schreiben/Bescheid von E-Control vor. Welche Fristen und welches Verfahren sind zu beachten? - bitte mit Hinweis zu Fristen und Zuständigkeit.,False,False,
AktG_T018_keyword_v03,AktG,keyword,aktienübertragung sperrfrist durchsetzung salzburg 2300eur persönlich schalter agb auszug vor 12 frist zuständigkeit unter Bezug auf AktG,True,True,AktG
UrhG_T032_keyword_v02,UrhG,keyword,bildnisse persönlichkeitsrechte abgrenzung salzburg 380eur telefon mahnung sommer 2026 handelsgericht verfahren beschwerde,False,False,
VwGVG_T047_nl_short_v02,VwGVG,nl_short,Aufschiebende Wirkung einer Beschwerde und Fristen - Erkenntnis: was sind die Voraussetzungen?,False,False,
SPG_T020_nl_short_v02,SPG,nl_short,Gefährdungsprognose und Dokumentation: Ausnahmen: was sind die Voraussetzungen?,False,False,
EKHG_T014_procedural_v03,EKHG,procedural,"Wie läuft das Verfahren bei Mitverschulden und Schadenersatz bei Unfall mit E-Scooter - Kosten/Gebühren ab (Frist, Antrag, Nachweise, Kosten)?",False,False,
AktG_T020_fragment_v03,AktG,fragment,Aktienübertragung und Vinkulierung: Zustellung kurz vor Jahresende 2025,False,False,
VStG_T057_scenario_v01,VStG,scenario,"Kontext: Sachverhalt (Feldkirch, letzte Woche): Frage zu Verwaltungsstrafe wegen Rotlichtverstoß und Zahlungsfrist: Voraussetzungen. Beteiligte: Kund:in vs Magistrat. Nachweis: Antrag. Welche Regelungen sind einschlägig? (Frist/Zuständigkeit/Nachweis)",False,False,
ECG_T017_procedural_v02,ECG,procedural,"Nachweise/Beweise zu Haftung für Nutzerkommentare auf Marktplatz-Profil - Host-Provider: Welche Fristen gelten, was sind typische Nachweise und wer entscheidet?",False,False,
StPO_T040_nl_short_v01,StPO,nl_short,"U-Haft: Voraussetzungen, Haftprüfung und Belehrung - Haftung - Verteidigung: welche Frist gilt?",False,False,
AÜG_T041_authority_v01,AÜG,authority,Beschäftiger: Überlassungsvertrag und Informationspflicht - Durchsetzung: Wie bringe ich das bei Bezirkshauptmannschaft ein (Form/Frist),False,False,
UVP-G_T015_keyword_v03,UVP-G,keyword,bürger innenbeteiligung einwendungen zustellung wiener neustadt 780eur chat vertrag frühjahr 2026 verfahren beschwerde,False,False,
VfGG_T013_scenario_v03,VfGG,scenario,Ich bin Vermieter:in in Feldkirch. im November 2025 gab es mit Bank ein Problem: Frage zu Kosten und Eingabegebühr: Sanktionen. Dokumentiert durch E-Mail-Korrespondenz. Unklar ist die Zuständigkeit (Bezirksgericht oder Gericht). Thema: Gesetzesprüfung. Welche Rechte und Pflichten bestehen? - bitte mit Hinweis zu Fristen und Zuständigkeit.,False,False,
ASVG_T031_keyword_v03,ASVG,keyword,pension invalidität form antrag salzburg 7900eur chat angebot vor 12 monaten verfahren beschwerde,False,False,
FAGG_T031_nl_short_v01,FAGG,nl_short,Frage zu Rücksendekosten und Rückerstattung bei Online-Bestellung von Laptop: Sanktionen: welche Frist gilt? - FAGG,True,True,FAGG
IG-L_T008_nl_short_v02,IG-L,nl_short,Zuständigkeit BH/Magistrat: Zuständigkeit - was gilt?,False,False,
AÜG_T048_fragment_v03,AÜG,fragment,Beschwerde bei Verstößen - Nachweise/Beweise frist,False,False,
MSchG_T017_keyword_v02,MSchG,keyword,meldung schwangerschaft arbeitgeber arbeitsplatzanpassung sanktionen wien 12500eur hotline mietvertrag gestern finanzamt,False,False,
StbG_T048_fragment_v03,StbG,fragment,Einbürgerung trotz Strafregister? (Deutschkenntnisse) Wels - StbG,True,True,StbG
SPG_T012_fragment_v03,SPG,fragment,Durchsuchung von Personen und Sachen: Durchsetzung Bezirkshauptmannschaft,False,False,
AußStrG_T010_procedural_v03,AußStrG,procedural,"Wie läuft das Verfahren bei Parteistellung und Beteiligtenrechte: Form/Antrag ab (Frist, Antrag, Nachweise, Kosten)? (nach AußStrG)",True,True,AußStrG
MeldeG_T002_fragment_v01,MeldeG,fragment,Wohnsitzmeldung bei WG/Untermiete - Durchsetzung Chat Kontoauszug,False,False,
AsylG_T057_scenario_v01,AsylG,scenario,Ich bin Beschuldigte:r in Bregenz. vor 18 Monaten gab es mit Gemeinde ein Problem: Aberkennung Schutzstatus - Haftung. Kommunikation via Webformular. Es liegt ein Schreiben/Bescheid von Landesverwaltungsgericht vor. Stichwort: Status. Welche Ansprüche kann ich geltend machen? - bitte mit Hinweis zu Fristen und Zuständigkeit.,False,False,
TKG_T040_nl_short_v02,TKG,nl_short,Kündigungsfrist/Vertragsbindung bei Internetanschluss: welche Frist gilt?,False,False,
VKG_T042_procedural_v03,VKG,procedural,Meldung der Väterkarenz beim Arbeitgeber: Änderungsmeldung/Verlängerungsmeldung und Kündigungsschutz - Karenzmeldung: Zuständigkeit und Verfahrensschritte (Antrag/Bescheid/Beschwerde).,False,False,
FinStrG_T030_authority_v02,FinStrG,authority,Zollvergehen und Einfuhrabgaben - Form/Antrag: Wie bringe ich das bei Bundesfinanzgericht ein (Form/Frist)?,False,False,
WGG_T037_nl_long_v01,WGG,nl_long,"Sachverhalt (Amstetten, im Sommer 2026): Kaution und Rückzahlung - Fristen. Beteiligte: Unternehmer:in vs Arztpraxis. Es geht um 450 EUR. Nachweis: Rechnung. Es liegt ein Schreiben/Bescheid von Landesgericht vor. Wie gehe ich praktisch vor (Frist, Zuständigkeit, Beweise, Kosten)?",False,False,
FAGG_T013_nl_short_v01,FAGG,nl_short,Ausnahmen vom Widerruf bei maßgefertigter Ware: was sind die Voraussetzungen?,False,False,
StPO_T046_keyword_v02,StPO,keyword,haft voraussetzungen haftprüfung belehrung verjährung wien 1750eur brief angebot vor 12,False,False,
AußStrG_T017_scenario_v02,AußStrG,scenario,"Sachverhalt (Wien, im September 2024): Zuständigkeit Bezirksgericht (Wohnsitz): Zuständigkeit. Beteiligte: Unternehmer:in vs Verfahrenspartei. Betrag: 7900 EUR. Nachweis: Protokoll. Welche Ansprüche kann ich geltend machen? - bitte mit Hinweis zu Fristen und Zuständigkeit. (nach AußStrG)",True,True,AußStrG
AsylG_T034_authority_v01,AsylG,authority,Rückkehrentscheidung: Recht auf Rechtsberatung - Voraussetzungen: Zuständigkeit VfGH vs Gericht - und welche Frist?,False,False,
NoVAG_T038_keyword_v03,NoVAG,keyword,durchsetzung nova beim import eines fahrzeugs aus dornbirn 5200eur online portal bescheid frist,False,False,
StbG_T033_fragment_v03,StbG,fragment,Staatsbürgerschaft durch Abstammung (Entziehung) im November 2025,False,False,
PatG_T052_fragment_v02,PatG,fragment,Neuheit: Geheimhaltung vor Anmeldung: Nachweise/Beweise beschwerde,False,False,
VersG_T046_fragment_v03,VersG,fragment,Zuständigkeit BH/Magistrat: Durchsetzung - Ordner heute - VersG,True,True,VersG
EO_T050_nl_short_v01,EO,nl_short,Was kann ich bei Haftung zu Zwangsversteigerung einer Liegenschaft tun?,False,False,
VersVG_T044_keyword_v01,VersVG,keyword,obliegenheiten schadensfall nachweise beweise schwechat 80eur persönlich schalter agb auszug vor bescheid frist unter Bezug auf VersVG,True,True,VersVG
SPG_T025_keyword_v01,SPG,keyword,identitätsfeststellung durch polizei voraussetzungen durchsetzung linz 380eur chat fotos vor 2 bescheid frist,False,False,
KJBG_T052_nl_long_v03,KJBG,nl_long,im Sommer 2026 in Wien: Frage zu Praktikum/Ferialjob: Pausenregelung: Zustellung. Dokumentiert durch Lieferschein. Unklar ist die Zuständigkeit (VwGH oder Gericht). Welche Ansprüche/Rechtsfolgen kommen in Betracht und welche Fristen laufen?,False,False,
MSchG_T019_procedural_v01,MSchG,procedural,"Wie läuft das Verfahren bei Meldung der Schwangerschaft an Arbeitgeber:in und ärztliches Attest: Verjährung ab (Frist, Antrag, Nachweise, Kosten)?",False,False,
GlBG_T036_authority_v02,GlBG,authority,Frage zu Belästigung am Arbeitsplatz und Dokumentation: Sanktionen - Diskriminierung: Zuständigkeit Landesgericht vs Gericht - und welche Frist?,False,False,
ZustG_T053_authority_v03,ZustG,authority,Ersatzzustellung an Haushaltsangehörige: Sanktionen: Zuständigkeit Bezirkshauptmannschaft vs Gericht - und welche Frist?,False,False,
EStG_T043_nl_long_v02,EStG,nl_long,"Ich bin Kund:in in Schwechat. Anfang Dezember 2025 gab es mit Schule ein Problem: Betriebsausgaben bei Selbständigkeit: Zustellung. Dookumentiert durch Lieferschein. Welche Voraussetzungen sind relevant, welche Nachweise brauche ich und wo ist einzubringen?",False,False,
AZG_T009_keyword_v01,AZG,keyword,frage kontrolle durch arbeitsinspektorat durchsetzung klagenfurt 240eur chat rechnung vor monat frist zuständigkeit,False,False,
B-VG_T036_keyword_v01,B-VG,keyword,rückwirkungsverbot vertrauensschutz voraussetzungen amstetten 240eur hotline chatverlauf vor 3 tagen vfgh verfahren beschwerde,False,False,
DSGVO_T035_fragment_v01,DSGVO,fragment,Durchsetzung zu Auftragsverarbeitung und AV-Vertrag Schwechat,False,False,
ZustG_T056_nl_short_v03,ZustG,nl_short,Abwesenheit/Urlaub: Auswirkungen auf Zustellfiktion: Kosten/Gebühren - was gilt?,False,False,
FinStrG_T008_nl_short_v03,FinStrG,nl_short,Welche Sanktionen drohen bei Zoll: Beschwerde gegen Finanzstrafbescheid - Kosten/Gebühren?,False,False,
NoVAG_T057_fragment_v02,NoVAG,fragment,Zustellung zu Strafen bei falscher NoVA-Angabe 12500eur,False,False,
FSG_T046_nl_long_v03,FSG,nl_long,"Ich bin Nachbar:in in Schwechat. im Sommer 2026 gab es mit Behörde ein Problem: Aufschiebende Wirkung zu Beschwerde gegen Entziehungsbescheid. Es geht um 2300 EUR. Belege: Fotos. Unklar ist die Zuständigkeit (Magistrat oder Gericht). Thema: Nachschulung. Welche Voraussetzungen sind relevant, welche Nachweise brauche ich und wo ist einzubringen?",False,False,
KAKuG_T012_authority_v01,KAKuG,authority,Bei Zuständigkeit und Verfahren: Haftung: Muss ich zu Patientenanwaltschaft oder zum Gericht?,False,False,
DSG_T015_nl_long_v01,DSG,nl_long,Ich bin Beschuldigte:r in Amstetten. im November 2025 gab es mit Online-Shop ein Problem: Löschung/Berichtigung von Daten bei Online-Shop: Durchsetzung. Es liegt ein Schreiben/Bescheid von Bezirkshauptmannschaft vor. Welche Ansprüche/Rechtsfolgen kommen in Betracht und welche Fristen laufen?,False,False,
DSGVO_T020_keyword_v01,DSGVO,keyword,haftung löschung vergessenwerden ried innkreis 590eur online portal kontoauszug vor 12 nachweis kosten,False,False,
AVRAG_T049_fragment_v01,AVRAG,fragment,Frage zu Dienstzettel: Pflichtangaben und Frist: Durchsetzung (Dienstzettel) beschwerde,False,False,
FPG_T018_authority_v03,FPG,authority,Bei Verhältnismäßigkeit bei Rückkehrmaßnahmen: Durchsetzung: Muss ich zu Landesverwaltungsgericht oder zum Gericht?,False,False,
UStG_T054_scenario_v01,UStG,scenario,Sachverhalt: Kurzfall: Soll- vs. Ist-Besteuerung - Verjährung - Konsument:in (Villach) vs Finanzamt. Kontakt über Hotline. Frage: Welche Regelungen sind einschlägig?,False,False,
EStG_T018_nl_short_v03,EStG,nl_short,Welche Kosten/Risiken gibt es bei Unterhaltsabsetzbetrag und Alleinverdiener:innen: Aufschiebende Wirkung?,False,False,
UVP-G_T058_fragment_v03,UVP-G,fragment,Umweltverträglichkeitsgutachten - Haftung frist (gemäß UVP-G),True,True,UVP-G
APG_T028_authority_v02,APG,authority,Frage zu Korridorpension: Voraussetzungen: Zuständigkeit: Wie bringe ich das bei Landesverwaltungsgericht ein (Form/Frist)?,False,False,
GSVG_T018_nl_long_v01,GSVG,nl_long,letzte Woche in Linz: Frage zu Meldepflichten bei Beginn/Ende der Selbständigkeit: Rechtsmittel. Nachweis: Chatverlauf. Es liegt ein Schreiben/Bescheid von Magistrat vor. Welche Rechtslage gilt und welche Schritte sind sinnvoll? (gemäß GSVG),True,True,GSVG
PatG_T055_fragment_v03,PatG,fragment,Rechtsmittel gegen Patentamt-Entscheidung: Verjährung - Nichtigkeit Amstetten,False,False,
VersVG_T050_procedural_v03,VersVG,procedural,"Welche Formvorschriften gelten bei Rücktritt vom Versicherungsvertrag - Kosten/Gebühren (Prämienverzug) (schriftlich, Frist, Begründung)?",False,False,
AZG_T010_procedural_v02,AZG,procedural,Bei Frage zu Höchstarbeitszeit und Durchrechnungszeitraum: Kosten/Gebühren: Welche Rechtsmittel gibt es und hat eine Beschwerde aufschiebende Wirkung?,False,False,
AVRAG_T005_scenario_v01,AVRAG,scenario,Sachverhalt: Kurzfall: Frage zu Haftung bei Unterentlohnung: Aufschiebende Wirkung - Kund:in (Leoben) vs Arbeitgeber:in. Kontakt über persönlich am Schalter. Es geht um 450 EUR. Frage: Welche Rechte und Pflichten bestehen?,False,False,
VerG_T058_keyword_v03,VerG,keyword,vereinsbehörde prüfungen aufträge haftung wels 2300eur mail zeug innen kurz vor nachweis kosten,False,False,
ZustG_T042_nl_short_v03,ZustG,nl_short,Ersatzzustellung an Haushaltsangehörige: Kosten/Gebühren: Behörde oder Gericht?,False,False,
ASVG_T005_nl_short_v01,ASVG,nl_short,Gibt es bei Sozialversicherung: Anmeldung bei Vollzeit: Zustellung Ausnahmen?,False,False,
SchUG_T018_scenario_v01,SchUG,scenario,Kurzfall: Entschuldigung/Beurlaubung - Aufschiebende Wirkung - Unternehmer:in (Klagenfurt) vs Schule. Kommunikation via Einschreiben. Betrag: 2300 EUR. Welche Rechtsfolgen drohen bei Verstoß? - bitte mit Hinweis zu Fristen und Zuständigkeit.,False,False,
KJBG_T051_nl_long_v01,KJBG,nl_long,Kurzfall: Frage zu Nachtarbeit/Überstundenverbot bei Lehrlingen in Bau: Form/Antrag - Handwerker:in (Innsbruck) vs Reiseveranstalter. Kontakt über Chat. Es geht um 240 EUR. Welche Rechtslage gilt und welche Schritte sind sinnvoll?,False,False,
ABGB_T031_authority_v03,ABGB,authority,Welche Stelle ist zuständig bei Sanktionen zu Rückforderung einer irrtümlichen Teilzahlung (z.B. Bezirksgericht)?,False,False,
MRG_T020_scenario_v03,MRG,scenario,Ich bin Fahrzeughalter:in in Graz. im Sommer 2026 gab es mit Bank ein Problem: Betriebskostenabrechnung: unplausible Positionen - Kosten/Gebühren. Es geht um 450 EUR. Es liegt ein Schreiben/Bescheid von Bezirksgericht vor. Welche Fristen und welches Verfahren sind zu beachten? - bitte mit Hinweis zu Fristen und Zuständigkeit.,False,False,
AktG_T028_authority_v03,AktG,authority,Welche Stelle ist zuständig bei Kapitalmaßnahmen: Squeeze-out: Form/Antrag (z.B. Bezirksgericht)?,False,False,
BWG_T032_procedural_v01,BWG,procedural,"Welche Formvorschriften gelten bei Frage zu Haftung der Bank bei Überweisung: Rechtsmittel - Beschwerde (schriftlich, Frist, Begründung)?",False,False,
AußStrG_T002_authority_v01,AußStrG,authority,Genehmigung von Rechtsgeschäften Minderjähriger: Form/Antrag - Verlassenschaft: Zuständigkeit Bezirksgericht vs Gericht - und welche Frist?,False,False,
DSGVO_T022_authority_v02,DSGVO,authority,Welche Stelle ist zuständig bei Nachweise/Beweise zu Auskunft über verarbeitete personenbezogene Daten - Auftragsverarbeitung (z.B. DSB)?,False,False,
NAG_T032_authority_v03,NAG,authority,Frage zu Verlängerung eines Aufenthaltstitels: Nachweise/Beweise (Verlängerung): Wie bringe ich das bei MA 35 ein (Form/Frist)?,False,False,
FSG_T008_procedural_v03,FSG,procedural,"Führerschein umschreiben (Ausland) - medizinisches Gutachten: Welche Fristen gelten, was sind typische Nachweise und wer entscheidet?",False,False,
EheG_T042_keyword_v01,EheG,keyword,eheliche aufteilung gemeinsamem kredit sanktionen salzburg 950eur chat bescheid kurz vor verfahren beschwerde (gemäß EheG),True,True,EheG
AWG_T034_nl_short_v03,AWG,nl_short,Durchsetzung zu Illegale Ablagerung und Verwaltungsstrafe - brauche ich einen Antrag/Nachweis?,False,False,
UVP-G_T037_fragment_v02,UVP-G,fragment,Zuständigkeit Landesregierung - Nachweise/Beweise im Februar 2026,False,False,
MSchG_T049_scenario_v03,MSchG,scenario,Fall: Ich bin Studierende:r in Wiener Neustadt. vor 18 Monaten gab es mit Arbeitgeber:in ein Problem: Meldung der Schwangerschaft an Arbeitgeber:in und Entgeltfortzahlung: Zustellung. Kontakt über E-Mail. Dokumentiert durch Lieferschein. Unklar ist die Zuständigkeit (Magistrat oder Gericht). Welche Ansprüche kann ich geltend machen?,False,False,
KommStG_T013_procedural_v02,KommStG,procedural,"Welche Formvorschriften gelten bei Betriebsstätte: Zuordnung und Abgrenzung: Durchsetzung (schriftlich, Frist, Begründung)?",False,False,
NAG_T009_fragment_v01,NAG,fragment,Frage zu Aufenthaltsbewilligung und Erwerbstätigkeit: Rechtsmittel (Daueraufenthalt EU) beschwerde,False,False,
KFG_T056_procedural_v03,KFG,procedural,"Welche Formvorschriften gelten bei Beschwerde gegen KFG-Bescheid - Zuständigkeit (schriftlich, Frist, Begründung)?",True,True,KFG
StGB_T048_keyword_v03,StGB,keyword,sachbeschädigung waschmaschine ausnahmen villach 1200eur webformular zeug innen jänner 2026 landesgericht bescheid frist,False,False,
NoVAG_T047_nl_long_v03,NoVAG,nl_long,"Ich bin Konsument:in in Wien. im November 2025 gab es mit Finanzamt ein Problem: Ausnahmen zu Rückerstattung bei Export. Es geht um 3100 EUR. Kommunikation via Brief. Belege: Gutachten. Es liegt ein Schreiben/Bescheid von Finanzamt vor. Wie gehe ich praktisch vor (Frist, Zuständigkeit, Beweise, Kosten)?",False,False,
ZustG_T052_procedural_v02,ZustG,procedural,"Elektronische Zustellung und Zustelladresse: Fristen: Welche Fristen gelten, was sind typische Nachweise und wer entscheidet?",False,False,
UVP-G_T020_authority_v02,UVP-G,authority,Zusammenwirken mit Naturschutzrecht - Voraussetzungen: Wie bringe ich das bei Landesregierung ein (Form/Frist)?,False,False,
VersG_T051_fragment_v02,VersG,fragment,Sicherheit und Verkehrsumleitungen: Voraussetzungen - Untersagung vor 12 Monaten,False,False,
KBGG_T031_scenario_v02,KBGG,scenario,Fall: Ich bin Fahrzeughalter:in in Schwechat. im September 2024 gab es mit Arbeitgeber:in ein Problem: Nachweise/Beweise zu Fristen für Antrag und Nachweise beim Kinderbetreuungsgeld. Kommunikation via Webformular. Dokumentiert durch Zeug:innen. Welche Fristen und welches Verfahren sind zu beachten?,False,False,
GSVG_T057_keyword_v01,GSVG,keyword,frage beschwerde svs bescheid ausnahmen linz 380eur webformular protokoll vor 6 nachweis kosten,False,False,
WEG_T032_nl_short_v01,WEG,nl_short,Beschluss der Eigentümergemeinschaft zu Fassadensanierung: Kosten/Gebühren - Eigentümerversammlung: was sind die Voraussetzungen?,False,False,
WaffG_T023_keyword_v03,WaffG,keyword,verbotene waffen ausnahmen zuständigkeit amstetten 950eur einschreiben gutachten februar 2026 landesverwaltungsgericht (nach WaffG),True,True,WaffG
ZPO_T040_scenario_v02,ZPO,scenario,"Sachverhalt: Sachverhalt (Wels, vor 6 Monaten): Kostenrisiko/Prozesskostenersatz bei Unterlassung: Form/Antrag. Beteiligte: Handwerker:in vs Arbeitgeber:in. Betrag: 450 EUR. Belege: Gutachten. Frage: Welche Fristen und welches Verfahren sind zu beachten?",False,False,
WRG_T032_scenario_v01,WRG,scenario,Ich bin Arbeitnehmer:in in Schwechat. vor 2 Wochen gab es mit Behörde ein Problem: Frage zu Hochwasserschutz und Maßnahmen: Ausnahmen. Es geht um 4800 EUR. (Hochwasserschutz) Welche Regelungen sind einschlägig? - bitte mit Hinweis zu Fristen und Zuständigkeit.,False,False,
